Fecha,Año,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per capita,Gasto per capita
2020-04,2020,4,País Vasco,T.FRUTAS FRESCAS,23694.78,45019.19,1.9,98.1,11.7,22.22
2020-04,2020,4,Comunitat Valenciana,T.FRUTAS FRESCAS,40903.42,70794.27,1.73,97.32,8.78,15.2
2020-05,2020,5,Andalucía,T.HORTALIZAS FRESCAS,48825.45,88421.61,1.81,97.99,5.85,10.6
2020-05,2020,5,Aragón,T.HORTALIZAS FRESCAS,9694.28,19341.15,2,98.59,7.7,15.37
2020-05,2020,5,Principado de Asturias,T.HORTALIZAS FRESCAS,5090.87,10846.31,2.13,95.76,4.97,10.59
2020-05,2020,5,Illes Balears,T.HORTALIZAS FRESCAS,8840.53,18837.18,2.13,99.93,8.65,18.43
2020-05,2020,5,Canarias,T.HORTALIZAS FRESCAS,12935.36,24184.51,1.87,99.21,6.03,11.27
2020-05,2020,5,Cantabria,T.HORTALIZAS FRESCAS,2514.13,4990.32,1.98,96.78,4.68,9.29
2020-05,2020,5,Castilla-La Mancha,T.HORTALIZAS FRESCAS,10613.09,20064.44,1.89,98.09,5.31,10.04
2020-05,2020,5,Castilla y León,T.HORTALIZAS FRESCAS,13488.43,26151.15,1.94,97.07,5.88,11.41
2020-05,2020,5,Cataluña\/Catalunya,T.HORTALIZAS FRESCAS,56201.16,114096.11,2.03,98.72,8.14,16.52
2020-05,2020,5,Extremadura,T.HORTALIZAS FRESCAS,6463.28,12277.64,1.9,94.96,5.76,10.95
2020-05,2020,5,Galicia,T.HORTALIZAS FRESCAS,12650.59,25294.61,2,97.64,4.87,9.74
2020-05,2020,5,La Rioja,T.HORTALIZAS FRESCAS,1762.51,3503.96,1.99,92.06,5.74,11.42
2020-05,2020,5,Comunidad de Madrid,T.HORTALIZAS FRESCAS,41139.89,80325.16,1.95,98.39,6.76,13.2
2020-05,2020,5,Región de Murcia,T.HORTALIZAS FRESCAS,8980.93,17040.49,1.9,96.49,6.47,12.27
2020-05,2020,5,Comunidad Foral de Navarra,T.HORTALIZAS FRESCAS,4601.89,9662.66,2.1,95.54,8.01,16.82
2020-05,2020,5,País Vasco,T.HORTALIZAS FRESCAS,13925.64,29643.42,2.13,98.66,6.87,14.63
2020-05,2020,5,Comunitat Valenciana,T.HORTALIZAS FRESCAS,31178.76,61276.47,1.97,98,6.69,13.15
2020-05,2020,5,Andalucía,T.FRUTAS FRESCAS,69299.62,125592.17,1.81,96.94,8.31,15.06
2020-05,2020,5,Aragón,T.FRUTAS FRESCAS,11763.54,21384.54,1.82,98.14,9.35,16.99
2020-05,2020,5,Principado de Asturias,T.FRUTAS FRESCAS,10811.89,20714.51,1.92,98.43,10.56,20.23
2020-05,2020,5,Illes Balears,T.FRUTAS FRESCAS,11013.35,21211.97,1.93,98.92,10.78,20.75
2020-05,2020,5,Canarias,T.FRUTAS FRESCAS,18495.73,33813.76,1.83,98.23,8.62,15.76
2020-05,2020,5,Cantabria,T.FRUTAS FRESCAS,4541.93,7912.32,1.74,97.09,8.45,14.73
2020-05,2020,5,Castilla-La Mancha,T.FRUTAS FRESCAS,18588.31,31766.47,1.71,96.18,9.3,15.89
2020-05,2020,5,Castilla y León,T.FRUTAS FRESCAS,26076.97,44973.09,1.72,97.86,11.38,19.62
2020-05,2020,5,Cataluña\/Catalunya,T.FRUTAS FRESCAS,74537.73,152351.12,2.04,97.44,10.79,22.05
2020-05,2020,5,Extremadura,T.FRUTAS FRESCAS,10520.05,17980.73,1.71,96.45,9.38,16.04
2020-05,2020,5,Galicia,T.FRUTAS FRESCAS,25937.33,50721.47,1.96,99.13,9.99,19.54
2020-05,2020,5,La Rioja,T.FRUTAS FRESCAS,2641.97,5071.92,1.92,99.76,8.61,16.53
2020-05,2020,5,Comunidad de Madrid,T.FRUTAS FRESCAS,63223.14,119607.84,1.89,98.61,10.39,19.65
2020-05,2020,5,Región de Murcia,T.FRUTAS FRESCAS,16501.76,33655.13,2.04,96.71,11.89,24.24
2020-05,2020,5,Comunidad Foral de Navarra,T.FRUTAS FRESCAS,6133.24,11653.21,1.9,95.37,10.68,20.29
2020-05,2020,5,País Vasco,T.FRUTAS FRESCAS,23332.96,46757.05,2,98.64,11.51,23.07
2020-05,2020,5,Comunitat Valenciana,T.FRUTAS FRESCAS,42950.04,79146.48,1.84,97.24,9.22,16.99
2020-06,2020,6,Andalucía,T.HORTALIZAS FRESCAS,42323.46,73686.64,1.74,97.7,5.07,8.83
2020-06,2020,6,Aragón,T.HORTALIZAS FRESCAS,9189.68,17750.1,1.93,97.68,7.3,14.1
2020-06,2020,6,Principado de Asturias,T.HORTALIZAS FRESCAS,4590.4,9176.53,2,98.19,4.48,8.96
2020-06,2020,6,Illes Balears,T.HORTALIZAS FRESCAS,6959.1,13945.71,2,98.84,6.81,13.64
2020-06,2020,6,Canarias,T.HORTALIZAS FRESCAS,10959.67,20052.61,1.83,98.13,5.11,9.35
2020-06,2020,6,Cantabria,T.HORTALIZAS FRESCAS,2395.19,4716.69,1.97,96.59,4.46,8.78
2020-06,2020,6,Castilla-La Mancha,T.HORTALIZAS FRESCAS,9692.38,17381.16,1.79,97.84,4.85,8.69
2020-06,2020,6,Castilla y León,T.HORTALIZAS FRESCAS,11434.34,21105.59,1.85,96.53,4.99,9.21
2020-06,2020,6,Cataluña\/Catalunya,T.HORTALIZAS FRESCAS,44099.6,90596.15,2.05,97.72,6.38,13.12
2020-06,2020,6,Extremadura,T.HORTALIZAS FRESCAS,6150.01,11130.28,1.81,97.49,5.49,9.93
2020-06,2020,6,Galicia,T.HORTALIZAS FRESCAS,13126.17,26214.4,2,96.04,5.06,10.1
2020-06,2020,6,La Rioja,T.HORTALIZAS FRESCAS,1889.15,4044.23,2.14,98.3,6.16,13.18
2020-06,2020,6,Comunidad de Madrid,T.HORTALIZAS FRESCAS,35403.59,65688.57,1.86,98.24,5.82,10.79
2020-06,2020,6,Región de Murcia,T.HORTALIZAS FRESCAS,7738.64,13916.64,1.8,97.65,5.57,10.02
2020-06,2020,6,Comunidad Foral de Navarra,T.HORTALIZAS FRESCAS,3639.57,7440.97,2.04,97.09,6.34,12.95
2020-06,2020,6,País Vasco,T.HORTALIZAS FRESCAS,12157.06,25137.15,2.07,98.02,6,12.4
2020-06,2020,6,Comunitat Valenciana,T.HORTALIZAS FRESCAS,25467.64,49152.05,1.93,97.05,5.47,10.55
2020-06,2020,6,Andalucía,T.FRUTAS FRESCAS,68311.03,116167.34,1.7,94.98,8.19,13.93
2020-06,2020,6,Aragón,T.FRUTAS FRESCAS,13565.08,23569.34,1.74,98.01,10.78,18.73
2020-06,2020,6,Principado de Asturias,T.FRUTAS FRESCAS,11470.24,21971.69,1.92,97.52,11.2,21.45
2020-06,2020,6,Illes Balears,T.FRUTAS FRESCAS,10519.98,19569.83,1.86,98.61,10.29,19.15
2020-06,2020,6,Canarias,T.FRUTAS FRESCAS,19056.07,34104.2,1.79,96.54,8.88,15.9
2020-06,2020,6,Cantabria,T.FRUTAS FRESCAS,4194.74,7990.02,1.9,98.11,7.81,14.87
2020-06,2020,6,Castilla-La Mancha,T.FRUTAS FRESCAS,19110.75,30577.9,1.6,96.74,9.56,15.29
2020-06,2020,6,Castilla y León,T.FRUTAS FRESCAS,25494.94,42843.78,1.68,95.47,11.12,18.69
2020-06,2020,6,Cataluña\/Catalunya,T.FRUTAS FRESCAS,68945.41,136585.14,1.98,96.86,9.98,19.77
2020-06,2020,6,Extremadura,T.FRUTAS FRESCAS,9673.89,16051.33,1.66,96.93,8.63,14.32
2020-06,2020,6,Galicia,T.FRUTAS FRESCAS,26235.77,50627.47,1.93,94.98,10.11,19.5
2020-06,2020,6,La Rioja,T.FRUTAS FRESCAS,2419.76,4879.42,2.02,99.03,7.88,15.9
2020-06,2020,6,Comunidad de Madrid,T.FRUTAS FRESCAS,62836.45,112799.1,1.8,97.16,10.32,18.53
2020-06,2020,6,Región de Murcia,T.FRUTAS FRESCAS,14095.66,22926.48,1.63,96.16,10.15,16.51
2020-06,2020,6,Comunidad Foral de Navarra,T.FRUTAS FRESCAS,6188.89,11851.16,1.91,96.03,10.78,20.63
2020-06,2020,6,País Vasco,T.FRUTAS FRESCAS,22219.73,43357.87,1.95,97.85,10.96,21.39
2020-06,2020,6,Comunitat Valenciana,T.FRUTAS FRESCAS,43709.98,78115.91,1.79,95.94,9.38,16.77
